,message_body,abusive,asking_exchange,normal,offline_sell,possible_fraud,sharing_contact_details
4784,"Hello Abhishek, I made a counter offer to your offered price. Are you interested in buying the bed?&nbsp;",0,0,1,0,0,0
7276,"Yes, It's available.",0,0,1,0,0,0
6097,"Yes, It's available.",0,0,1,0,0,0
6320,Hello,0,0,1,0,0,0
5258,7737745614 please contact me,0,0,0,0,0,1
8029,I just wanna eat b's pussy,1,0,0,0,0,0
64,8860862469,0,0,0,0,0,1
761,Old coin mujhe bechna hay dam Kitna hay.,0,0,1,0,0,0
909,"Bluetooth Wireless Earphone /Handsfree /Headfone 
 ????????????
 https://www.youtube.com/playlist?list=PLohxUn-963b-ZmuD61z1ccyuy_WSt6hcL
 ??????????
 Plz click this Above link to watch All model Videos available on YouTube


Plz find All Model wireless Bluetooth Earphone / Handsfree /Headfone complete range & Product at one Place details given below 
??????????

Powerbeat 2  Rs 2150
Powerbeat 3 Rs 2550
Ur beats 4.3 version Rs 2650
Beats x 800  Rs - 2050
Beats Solo 2 Wireless STN 019 RS 2150
Beats Solo 3 Rs 2750
Beats YX 010   Rs 1650

Apple Airpod Bluetooth Earphone Rs 5250 with sensor 

Jbl sport model no 999 Wireless Bluetooth Earphone Rs 1450

Jbl Harman T8 Bluetooth Wireless Earphone with Memory card option Rs 1450

Jbl Ms881 - 1750 Bluetooth Headfone 

Jbl Harman Halo Fusion L3 Rs 1750


Bose 
Bose Sound Sport Free - 7250
Bose QUIET CONTROL 30 Rs 5250 
Bose Qc25i Bluetooth Rs  - 2750
Bose Qc35i Bluetooth Rs  - 3250
Bose Sound Sport Rs- 4250


SENNHEISER WIRELESS CX 7.00 Rs 1650

Skullcandy INK D wireless Bluetooth Rs 1650
Skullcandy jib Wireless Bluetooth RS 1550


Samsung Gear icon x Bluetooth Rs 4150
Samsung Level U Pro (2018) Bluetooth Rs 2450

Jabra Gar Elite sports 2 Bluetooth Earphone Rs 3150
Jabra Wave Bluetooth Earphone Rs 1950

Gear TWS Bluetooth Earphone  Rs 3050


Headfone all model 

Jbl Harman everest JB950 Rs 2150
Jbl Synchros Wireless s110 Rs 1550 
Jbl Harman sound link S500 Rs 1900
Jbl pure Soun",0,0,0,1,0,0
5203,if its 5000 iam ready,0,0,1,0,0,0
6639,OFFER MADE : ₹ 4500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3163,Did u have processor fan,0,0,1,0,0,0
6542,?,0,0,1,0,0,0
7263,If you are okay. Let me know.,0,0,1,0,0,0
7744,please help me with your cintact details&nbsp;,0,0,1,0,0,0
6841,How old is it?,0,0,1,0,0,0
6243,Plz send me phone number,0,0,0,0,0,1
5194,How old is the product?,0,0,1,0,0,0
295,Kindly send your WhatsApp number for more details and pictures on the product ,0,0,0,0,0,1
4650,Offer Accepted: 25500| Please access the mobile site through your email to complete this transaction. | http%3A%2F%2Fwww.quikr.com%2FescrowBuyer%3FofferId%3D100027486130%26pass%3D47081216a014f8d571dd5480775cb007%26channel%3DCHAT,0,0,1,0,0,0
1580,Ok,0,0,1,0,0,0
2086,Bro aap online ho ya nhi,0,0,1,0,0,0
7448,OFFER MADE : ₹ 12000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
397,OFFER ACCEPTED | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4950,Can i get your number&nbsp;,0,0,0,0,0,1
4114,ok,0,0,1,0,0,0
8192,COD available,0,0,0,1,0,0
715,Is the price negotiable?,0,0,1,0,0,0
1252,OFFER MADE : ? 1500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4291,Offer Made: 13000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
5865,OFFER MADE: ₹ 720 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
203,Hi ,0,0,1,0,0,0
4388,Sofa with 6 cusions and centre table and side decorative table as well,0,0,1,0,0,0
5441,What's your final price?,0,0,1,0,0,0
2161,I don't know,0,0,1,0,0,0
4289,Please confirm back so that i can close on the payment,0,0,1,0,0,0
7375,Is the price negotiable?,0,0,1,0,0,0
8071,23874238746,0,0,0,0,0,1
7371,Maximum 6500,0,0,1,0,0,0
6312,"I already have a offer of 7500, why will i sell u at 6000",0,0,1,0,0,0
7094,Also plz share pic where are the screw which we can remove and open one side. My hubby want to see,0,0,1,0,0,0
4,7907958763,0,0,0,0,0,1
175,"Plz visit our website
??????????
http://www.ezzatmobiles.com
??????????


Currently our website is under maintenance do to some software n bug issue 

So some of the product is not been uploaded, it will ready in some days

Meanwhile u can ask here on whatsapp for any Queries 

http://www.ezzatmobiles.com

****We sell
Apple- Samsung -Oppo Mobile phones
Bose Bluetooth Earphone 
Sennheiser Bluetooth & Wired Earphone 
Apple Airpods
Iphones 
Nokia 3310 Dual Sim 
Jbl Bluetooth speaker 
High quality 4G iPhone - Samsung--Oppo  Mobile Phones
Samsung Bluetooth & Wired Earphone 
JBL Bluetooth & Wired Earphone 
Apple watch 
Marshal Bluetooth Earphone 
ZABRA Bluetooth Earphone 
Sony Bluetooth & Wired Earphone 
Smart Watch 
Skullcandy Bluetooth & Wired Earphone 
Power Bank 
Keypad Phone 
4G phones 
All model Batteries 
Charger 
Di",0,0,0,0,0,1
412,What?s your number because I don?t pick unknown numbers ,0,0,1,0,0,0
2349,OFFER MADE : ? 35000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1990,Amazon,0,0,1,0,0,0
1430,And windows,0,0,1,0,0,0
1940,Tell me..,0,0,1,0,0,0
4119,Sir kindly make 1500 as I have to 350 for quikr delivery,0,0,1,0,0,0
2292,"With bill, box, adapter and cable.",0,0,1,0,0,0
5550,OFFER MADE : ₹ 3500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6436,Price not negotiable.,0,0,1,0,0,0
7427,By any chance do u have bill?,0,0,1,0,0,0
6960,OFFER MADE : ₹ 800| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
420,Will give u ,0,0,1,0,0,0
5055,I tried calling u but u didn’t reply,0,0,0,0,0,1
3856,"https://www.google.com/maps?q=19.135237499999995,72.93733203125002",0,0,1,0,0,0
602,Send me your contact details ,0,0,1,0,0,0
7410,Is it available?,0,0,1,0,0,0
4925,May I know your good name&nbsp;,0,0,1,0,0,0
2563,Is it available,0,0,1,0,0,0
3326,Hello,0,0,1,0,0,0
7588,hi,0,0,1,0,0,0
8001,butt,1,0,0,0,0,0
6813,Please share some more pictures.,0,0,1,0,0,0
6038,OFFER MADE : ₹ 7000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5671,earphone abhi bhi sealed hai,0,0,1,0,0,0
3441,18inches by 36 inches,0,0,1,0,0,0
1576,I am also looking for a fair deal.,0,0,1,0,0,0
582,Accept the offer,0,0,1,0,0,0
4760,Offer Accepted. Please contact me on 9940212029,0,0,0,0,0,1
5713,Offer Accepted: 40000| Please access the mobile site through your email to complete this transaction. | http%3A%2F%2Fwww.quikr.com%2FescrowBuyer%3FofferId%3D100025072556%26pass%3D5d1ae4cef395fe3357281c6bfd0c2dee%26channel%3DCHAT,0,0,1,0,0,0
3137,"Yes, It's available.",0,0,1,0,0,0
1215,How old is it?,0,0,1,0,0,0
2874,itna hi hai,0,0,1,0,0,0
1226,Ok,0,0,1,0,0,0
4793,it is not spring,0,0,1,0,0,0
5372,U can thwn do it what ever u want,0,0,1,0,0,0
6379,8830860323,0,0,0,0,0,1
1485,OFFER MADE : ? 2000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4550,okay so are you ready to buy&nbsp;,0,0,1,0,0,0
5939,Is the price negotiable?,0,0,1,0,0,0
1676,Price not negotiable.,0,0,1,0,0,0
3151,OFFER MADE : ? 5600| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4042,Is it available?,0,0,1,0,0,0
4957,9650500713,0,0,0,0,0,1
4597,give me your contact number,0,0,0,0,0,1
3331,How old is it?,0,0,1,0,0,0
3614,Is it available?,0,0,1,0,0,0
5162,Is it available?,0,0,1,0,0,0
2099,"Yes, It's available.",0,0,1,0,0,0
3267,The TV is bought from US,0,0,1,0,0,0
7023,OFFER ACCEPTED : ₹ 2500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1800,"Telangana , warangwl",0,0,1,0,0,0
1190,OFFER MADE : ? 1350| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5462,Is it available?,0,0,1,0,0,0
752,Bill or Invoice available?,0,0,1,0,0,0
2306,"Yes, It's available.",0,0,1,0,0,0
5390,Nahi bhai ghr pr hun,0,0,0,1,0,0
6125,No bro,0,0,1,0,0,0
5970,Can u please send a pic of the sofa when opened into a bed..,0,0,1,0,0,0
4326,Offer Made: 15000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
2980,that is 7th generation i7,0,0,1,0,0,0
7980,hey motherfucker wanna catchup,1,0,0,0,0,0
7502,Yes it's all fine..u can come n check before u finalize,0,0,0,1,0,0
3969,Is the price negotiable?,0,0,1,0,0,0
6195,what about the physical condition of ur phone,0,0,1,0,0,0
738,R u interested&nbsp;,0,0,1,0,0,0
4608,Cash and Emi Payment is accepted whatasp me now.....6009180236,0,0,0,0,0,1
7396,Call me on 7387737398,0,0,0,0,0,1
472,COUNTER OFFER MADE : ? 11500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1651,I didn't recieved,0,0,1,0,0,0
2357,How old is it?,0,0,1,0,0,0
5092,Namber,0,0,0,0,0,1
6602,Srrry,0,0,1,0,0,0
5966,Sir are you willing to sell only the wooden cot if so how much,0,0,1,0,0,0
4579,hello,0,0,1,0,0,0
2321,Yess,0,0,1,0,0,0
6274,OFFER MADE : ₹ 8500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4982,Would you like to exchange with sennheiser pxc550,0,1,0,0,0,0
4492,Rs 5500,0,0,1,0,0,0
625,400 ?,0,0,1,0,0,0
1853,I wasted my time,0,0,1,0,0,0
7483,"12k is a too less . Last I can come down to is 14k . 
 My no. is 9910958517 . You can speak to me on this no. if interested.",0,0,0,0,0,1
379,Or not...,0,0,1,0,0,0
2859,22000,0,0,1,0,0,0
6658,Is the price negotiable?,0,0,1,0,0,0
4033,400,0,0,1,0,0,0
3529,Where are you located,0,0,1,0,0,0
6002,9845501920,0,0,0,0,0,1
2194,OFFER MADE : ? 3200| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
149,"7400216617
Pls whatsapp",0,0,0,0,0,1
2240,So we can proceed,0,0,1,0,0,0
4817,sure I will ask my friends. thanks.,0,0,1,0,0,0
2410,OFFER MADE : ? 400| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4526,Counter Offer: 21000| Please access the mobile site through your email to complete this transaction. | undefined,0,0,1,0,0,0
2489,Does it have Bill and accessories?,0,0,1,0,0,0
7674,OFFER MADE : ₹ 7000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5201,Offer Made: 8000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
5457,OFFER MADE : ₹ 18500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6929,http://teja7.kuikr.com/o1/20190318/ak_565339636-1552887028_sm.jpg,0,0,1,0,0,0
5800,remote is in good condition and will come with the AC UNI,0,0,1,0,0,0
5695,Hello,0,0,1,0,0,0
1555,from which place are u from?,0,0,1,0,0,0
5107,Pls share your contact info,0,0,0,0,0,1
2637,Did they pickup the item?,0,0,1,0,0,0
359,"I can share location details in WhatsApp,  please share your number",0,0,0,0,0,1
1788,We have a generator in our apartment,0,0,1,0,0,0
5797,gently used in only April and May,0,0,1,0,0,0
3764,What's your final price?,0,0,1,0,0,0
7062,Dude,0,0,1,0,0,0
1972,"part 2
You pay the amount n check ur product or u can go & collect it from Branch office if it is Nearby to ur Location
in Courier Company Branch office u need to carry any photo id of urself pay the cod amount & after giving payment in Branch Office u can open & check ur product in every Branch office CCTV camera is install 

Open delivery not available with any of the courier company
 Bluedart,Fedex, Delhivery, Ecom Express

If product is delivered correctly & if you don't like the product you can Return, Refund, Replacement, Exchange the product within 10 days 
1 Year warranty Manufacturer or seller warranty depend on upon product",0,0,0,1,0,0
877,Is it available?,0,0,1,0,0,0
1410,Is it available?,0,0,1,0,0,0
352,"R u using Whatsapp sir
If yes plz Whatsapp our company sales team  on 9867627551   they will give u all ur Queries reply thank you",0,0,0,1,0,0
6054,http://teja7.kuikr.com/o1/20190318/ak_1560362950-1552923390_sm.jpg,0,0,1,0,0,0
5647,"this is original apple iphone 6s plus 128gb with bill and 1 year apple warranty card..sealed pack with 
 
 67% discount off.12.600 rs fixed amount",0,0,1,0,0,0
6592,"No, it's in good condition",0,0,1,0,0,0
1357,"Yes, It's available.",0,0,1,0,0,0
4052,Number is 9442061339,0,0,0,0,0,1
407,11 months ,0,0,1,0,0,0
8255,please share your no,0,0,0,1,0,0
8120,location?,0,0,0,1,0,0
3307,OFFER ACCEPTED : ? 9000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4825,Is the price negotiable?,0,0,1,0,0,0
2600,Am here,0,0,1,0,0,0
6762,9948838867,0,0,0,0,0,1
1930,"Yes, It's available.",0,0,1,0,0,0
7775,Whatsapp me at 7017953039,0,0,0,0,0,1
3343,Is it available?,0,0,1,0,0,0
3490,King size or queen size,0,0,1,0,0,0
1201,Is it available?,0,0,1,0,0,0
5511,Kuch pese Bach jaenge,0,0,1,0,0,0
6291,Bill or Invoice available?,0,0,1,0,0,0
6080,How old is it?,0,0,1,0,0,0
2524,Hey,0,0,1,0,0,0
5565,"It is having very good quality.... but you cannot expect brand new....there are minor scratches on chairs ..
 You can visit and evaluate",0,0,1,0,0,0
3690,Is it available?,0,0,1,0,0,0
5739,Bhai dekh courier Mai 100 ya max 150 RS lagenge- ye Jo tumne bola tha dost uske bare me puch reha tha,0,0,0,1,0,0
3978,Hi,0,0,1,0,0,0
3274,"1000,???? ??",0,0,1,0,0,0
5366,COUNTER OFFER MADE : ₹ 19000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1680,Chodi,0,0,1,0,0,0
5951,Offer Made: 1000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
4373,"IF AGREED, KINDLY ACCEPT THE OFFER PRICE,ELSE I WOULD BE IN SEARCH OF OTHER DEALS",0,0,1,0,0,0
6297,8510865261 Call nd WhatsApp me,0,0,0,0,0,1
3090,Karnataka state,0,0,1,0,0,0
2360,OFFER MADE : ? 35000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
136,And u said no,0,0,0,0,0,1
2382,Sorry. Your price is too less.,0,0,1,0,0,0
7208,Is the price negotiable?,0,0,1,0,0,0
4344,How old is it?,0,0,1,0,0,0
4435,Share me your number I am interested in buying it,0,0,0,0,0,1
5793,Offer Made: 1000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
4758,Hi,0,0,1,0,0,0
2048,Is it available?,0,0,1,0,0,0
4043,Can,0,0,1,0,0,0
7498,Yes done,0,0,1,0,0,0
5409,Is it available?,0,0,1,0,0,0
4887,and when can I see,0,0,1,0,0,0
3807,http://teja7.kuikr.com/o1/20191022/ak_861965492-1571756059.mp4  3,0,0,1,0,0,0
1845,4800,0,0,1,0,0,0
5846,7741828645,0,0,0,0,0,1
6458,How old is it?,0,0,1,0,0,0
1344,Is it available?,0,0,1,0,0,0
1816,1000,0,0,1,0,0,0
4920,Counter Offer: 6780| Please access the mobile site through your email to complete this transaction. | undefined,0,0,1,0,0,0
990,Rs. 2900 final price,0,0,1,0,0,0
2916,OFFER MADE : ? 5000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
817,How can I get it&nbsp;,0,0,1,0,0,0
1574,Check with customer care service,0,0,1,0,0,0
4067,http://teja7.kuikr.com/o1/20191022/ak_1212517036-1571716098_sm.jpg,0,0,1,0,0,0
3439,Nava Vedhantha Apartment,0,0,1,0,0,0
5113,Is it available?,0,0,1,0,0,0
6950,Already pay,0,0,1,0,0,0
7879,What's your final price?,0,0,1,0,0,0
4427,Number,0,0,0,0,0,1
2354,Ok,0,0,1,0,0,0
2856,"1,05,000/-",0,0,1,0,0,0
296,Send your WhatsApp number for more details on this item ,0,0,0,0,0,1
5309,Is it available?,0,0,1,0,0,0
7924,Is it available?,0,0,1,0,0,0
319,Hari nagar,0,0,0,1,0,0
8017,teri maa randi bhosdiwale,1,0,0,0,0,0
4926,So i can share you details,0,0,1,0,0,0
662,COUNTER OFFER MADE : ? 5000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6505,Nhi Bhai 15000ka nhi ha,0,0,1,0,0,0
7748,Counter Offer: 56000| Please access the mobile site through your email to complete this transaction. | undefined,0,0,1,0,0,0
2614,Share your contact information,0,0,1,0,0,0
7245,OFFER MADE : ₹ 2000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5685,Offer Made: 5000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
535,Hii,0,0,1,0,0,0
5741,Ki total 3100 me?,0,0,1,0,0,0
1587,OFFER MADE : ? 228| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
332,"Name:Waheed Toheeb Adeyemi? Address: NO 10 Hamdalat Hospital, Agbowo,UNIVERSITY OF IBADAN RD City: IBADAN State: OYO Zip code: 23402 Postal code: 200284 Mobile number:?+2348136433827 Country: NIGERIA",0,0,0,1,0,0
7767,OFFER MADE: ₹ 4000 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1263,final price,0,0,1,0,0,0
2857,"Yes, It's available.",0,0,1,0,0,0
2985,I want it urgently.,0,0,1,0,0,0
2422,7374896375,0,0,0,0,0,1
8046,OOOOO FUCK ME FUCK ME FUCK ME XD,1,0,0,0,0,0
2568,Both items,0,0,1,0,0,0
3823,Is it available?,0,0,1,0,0,0
4656,Ram & HDD,0,0,1,0,0,0
2119,Ok,0,0,1,0,0,0
5923,I will tell you.,0,0,1,0,0,0
960,Hi,0,0,1,0,0,0
5256,Is it still available for sale?,0,0,1,0,0,0
6258,OFFER MADE : ₹ 20000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1441,Location,0,0,1,0,0,0
6282,Your last Price ?,0,0,1,0,0,0
2015,Any updates,0,0,1,0,0,0
1331,Cant anybody from here pick this up and send it to you ?,0,0,1,0,0,0
3488,"Yes, It's available.",0,0,1,0,0,0
5824,OFFER MADE: ₹ 9500 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4112,Is the price negotiable?,0,0,1,0,0,0
3675,OFFER MADE : ? 800| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5227,where u stay ? I will see and finalize it,0,0,0,1,0,0
5411,Is it available?,0,0,1,0,0,0
4753,Offer Accepted: 3000| Please access the mobile site through your email to complete this transaction. | http%3A%2F%2Fwww.quikr.com%2FescrowBuyer%3FofferId%3D100027507644%26pass%3D0b3ecb4cceee8d88e88b39b8075fe232%26channel%3DCHAT,0,0,1,0,0,0
1655,Is it available?,0,0,1,0,0,0
155,?,0,0,1,0,0,0
8025,fuck off bitch,1,0,0,0,0,0
4488,we can accept it for 900,0,0,1,0,0,0
1695,Is it available?,0,0,1,0,0,0
5391,Kitna 10500+ shipping,0,0,1,0,0,0
2747,How old is it?,0,0,1,0,0,0
1880,That guy was ready to bargain,0,0,1,0,0,0
5523,Hi bro accept this bro,0,0,1,0,0,0
6906,I tell all please contact me 9810559942,0,0,0,0,0,1
1589,No problem.,0,0,1,0,0,0
7395,So we are in negotiation process,0,0,1,0,0,0
2769,Maujpur,0,0,1,0,0,0
8089,exchange  ?,0,1,0,0,0,0
4276,Offer Made: 12000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
1631,OFFER MADE : ? 2500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7114,OFFER ACCEPTED : ₹ 1000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5388,OFFER MADE : ₹ 14000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
5861,OFFER MADE: ₹ 400 | Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6667,OFFER MADE : ₹ 3000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
4331,"Yes, It's available.",0,0,1,0,0,0
2606,OFFER MADE : ? 4000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
554,I made the payment..,0,0,1,0,0,0
6903,How old ?,0,0,1,0,0,0
8113,is exchange offer available for this item,0,1,0,0,0,0
6676,But perfect condition,0,0,1,0,0,0
6623,Lana hai call Kro sir,0,0,1,0,0,0
5088,OFFER MADE : ₹ 19500| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2878,Please share some more pictures.,0,0,1,0,0,0
3716,7775555919793,0,0,0,0,0,1
3744,"Ok, how much will it charge",0,0,1,0,0,0
1275,pay through quikr payment,0,0,1,0,0,0
7471,OFFER MADE : ₹ 3250| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
170,"R u using Whatsapp sir
If yes plz Whatsapp our company sales team  on 9867627551   they will give u all ur Queries reply thank you",0,0,0,0,0,1
686,Any problem in this sofa??,0,0,1,0,0,0
6046,And year of purchase,0,0,1,0,0,0
6945,yes,0,0,1,0,0,0
60,6002978814,0,0,0,0,0,1
3751,Is it available?,0,0,1,0,0,0
5909,I want direct contact&nbsp;,0,0,0,0,0,1
4606,Counter Offer: 20000| Please access the mobile site through your email to complete this transaction. | undefined,0,0,1,0,0,0
5415,Absolutely no problem in it's working at all,0,0,1,0,0,0
6597,OFFER ACCEPTED : ₹ 20000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6936,OFFER ACCEPTED : ₹ 12000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
3425,????,0,0,1,0,0,0
4815,got it,0,0,1,0,0,0
3569,http://teja7.kuikr.com/o1/20191022/ak_2112411226-1571718522_sm.jpg,0,0,1,0,0,0
6324,"Yes, It's available.",0,0,1,0,0,0
4621,http://teja7.kuikr.com/o1/20191022/ak_1660551894-1571720162.jpeg,0,0,1,0,0,0
4765,Offer Accepted: 2200| Please access the mobile site through your email to complete this transaction. | http%3A%2F%2Fwww.quikr.com%2FescrowBuyer%3FofferId%3D100027496826%26pass%3Ddaf8f5cd6375f3008f004bffa45e1368%26channel%3DCHAT,0,0,1,0,0,0
7239,Would you like to have this sofa for 10000,0,0,1,0,0,0
4075,Too far,0,0,1,0,0,0
6455,Is it available?,0,0,1,0,0,0
6413,Ok,0,0,1,0,0,0
5094,OFFER MADE : ₹ 23000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
7451,Hi,0,0,1,0,0,0
6260,OFFER MADE : ₹ 20000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
6207,Dega,0,0,1,0,0,0
53,9911236679,0,0,0,0,0,1
3227,??,0,0,1,0,0,0
6560,Make a call are whatapp me 9740412759,0,0,0,0,0,1
1824,http://teja7.kuikr.com/o1/20191022/ak_296906302-1571718793_sm.jpg,0,0,1,0,0,0
1450,OFFER MADE : ? 2000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
1970,OFFER MADE : ? 3000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
8244,buy directly from me ,0,0,0,1,0,0
7913,1500,0,0,1,0,0,0
7930,Offer Made: 20000| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
1831,Because my father told me,0,0,1,0,0,0
7063,COUNTER OFFER MADE : ₹ 24000,0,0,1,0,0,0
8231,Paytm me,0,0,0,0,1,0
1192,OFFER MADE : ? 14000| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
2198,Is the price negotiable?,0,0,1,0,0,0
7482,3k is the last price,0,0,1,0,0,0
934,Are the accessories included with the device?,0,0,1,0,0,0
7847,I want see the product,0,0,1,0,0,0
1888,I didn't wanted to extend my budget above 16500,0,0,1,0,0,0
5936,"Hi, can you please post pictures with open drawers, showing inside condition of the oiece",0,0,1,0,0,0
2264,17.5 hazaar last price hai,0,0,1,0,0,0
7841,It is in useable condition. I will share more pics to you.,0,0,1,0,0,0
8012,peehole,1,0,0,0,0,0
6925,11k,0,0,1,0,0,0
5371,Aap apna number send karo bhai,0,0,0,0,0,1
4834,Offer Made: 700| Please access the mobile site through your email to complete this transaction.,0,0,1,0,0,0
3317,Its 500gb or 1tb,0,0,1,0,0,0
7953,Exchange exchange,0,1,0,0,0,0
5087,Is it available?,0,0,1,0,0,0
2050,Bill or Invoice available?,0,0,1,0,0,0
5931,7733997769,0,0,0,0,0,1
5272,Hi,0,0,1,0,0,0
3365,Is it brand new,0,0,1,0,0,0
3821,Ok,0,0,1,0,0,0
4143,but it's a original Jbl & Wharfedale active woofer Made in UK,0,0,1,0,0,0
605,COUNTER OFFER MADE : ? 2800| Please access the mobile site through your email to respond to this offer. Download the latest version of the app now to trade with the Quikr guarantee!,0,0,1,0,0,0
